Quantity,Name,Code,PurchasePrice,Foil,Condition,Language,PurchaseDate
1,"Riparian Tiger",KLD,0.11,0,0,3,2/12/2017
1,"Riparian Tiger",KLD,0.12,0,0,3,4/1/2018
2,"River Heralds' Boon",XLN,0.05,0,0,3,9/3/2018
2,"Rogue Refiner",AER,0.77,0,0,0,2/12/2017
1,"Rootwalla",W17,0.27,0,0,3,2/12/2017
1,"Ruinous Gremlin",KLD,0.12,0,0,3,2/12/2017
1,"Rush of Vitality",KLD,0.13,0,0,3,2/12/2017
1,"Ruthless Sniper",AKH,0.2,0,0,3,2/12/2017
3,"Sage of Shaila's Claim",KLD,0.14,0,0,0,28/12/2017
2,"Sage of Shaila's Claim",KLD,0.15,0,0,3,13/12/2017
1,"Scarab Feast",AKH,0.15,0,0,3,2/12/2017
1,"Scattered Groves",AKH,2.0,0,0,3,2/12/2017
1,"Scrapper Champion",AER,0.2,0,0,0,2/12/2017
1,"Scrounging Bandar",AER,0.15,0,0,3,13/1/2018
2,"Sea Legs",RIX,0.04,0,0,3,9/3/2018
1,"Select for Inspection",KLD,0.12,0,0,0,30/11/2017
2,"Select for Inspection",KLD,0.13,0,0,0,28/12/2017
2,"Select for Inspection",KLD,0.12,0,0,3,2/12/2017
1,"Selesnya Locket",GRN,0.06,0,0,0,14/12/2018
1,"Sentinel Totem",XLN,0.08,0,0,0,20/1/2019
1,"Sentinel Totem",XLN,0.09,0,0,0,25/3/2018
1,"Sequestered Stash",KLD,0.07,0,0,3,15/2/2018
1,"Sequestered Stash",KLD,0.2,0,0,3,2/12/2017
1,"Seraph of the Suns",AKH,0.2,0,0,3,2/12/2017
1,"Serra Angel",W17,0.38,0,0,3,2/12/2017
1,"Servo Schematic",AER,0.2,0,0,3,2/12/2017
3,"Servo Schematic",AER,0.23,0,0,3,15/4/2018
1,"Shadowstorm Vizier",AKH,0.19,0,0,3,2/12/2017
1,"Shanna, Sisay's Legacy",DOM,0.71,1,0,0,16/6/2018
1,"Shed Weakness",AKH,0.13,0,0,3,2/12/2017
1,"Shielded Aether Thief",AER,0.21,0,0,0,2/12/2017
1,"Shielded Aether Thief",AER,0.21,0,0,3,2/12/2017
1,"Shipwreck Moray",AER,0.12,0,0,0,2/12/2017
1,"Shipwreck Moray",AER,0.12,0,0,3,2/12/2017
1,"Shipwreck Moray",AER,0.13,0,0,3,25/12/2017
1,"Shipwreck Moray",AER,0.14,0,0,3,13/1/2018
1,"Shivan Dragon",W17,0.3,0,0,3,2/12/2017
3,"Shock",AER,0.16,0,0,3,2/12/2017
2,"Silkweaver Elite",AER,0.13,0,0,0,2/12/2017
1,"Silkweaver Elite",AER,0.13,0,0,3,25/12/2017
1,"Silvergill Adept",RIX,0.95,1,0,0,28/4/2018
1,"Silvergill Adept",RIX,1.24,1,0,0,9/3/2018
1,"Siren Reaver",RIX,0.06,0,0,0,25/3/2018
1,"Sky Skiff",KLD,0.13,0,0,0,28/12/2017
2,"Sky Skiff",KLD,0.13,0,0,3,4/1/2018
2,"Skyship Plunderer",AER,0.25,0,0,0,2/12/2017
1,"Skyship Stalker",KLD,0.28,0,0,0,30/11/2017
1,"Skyship Stalker",KLD,0.28,0,0,3,2/12/2017
1,"Skysovereign, Consul Flagship",KLD,0.88,0,0,0,24/4/2018
1,"Slippery Scoundrel",RIX,0.17,1,0,3,28/2/2018
2,"Sly Requisitioner",AER,0.2,0,0,0,2/12/2017
1,"Snapping Drake",M19,0.02,0,0,0,14/9/2018
2,"Snare Thopter",KLD,0.15,0,0,3,2/12/2017
1,"Soul Salvage",DOM,0.09,1,0,0,29/5/2018
2,"Soulstinger",AKH,0.13,0,0,3,2/12/2017
1,"Spark of Creativity",KLD,0.2,0,0,3,4/1/2018
1,"Speedway Fanatic",KLD,0.2,0,0,0,30/11/2017
1,"Sphinx of Magosi",W17,0.4,0,0,3,2/12/2017
1,"Spidery Grasp",AKH,0.13,0,0,3,2/12/2017
2,"Spire Patrol",AER,0.2,0,0,0,2/12/2017
1,"Spireside Infiltrator",KLD,0.11,0,0,0,30/11/2017
3,"Spireside Infiltrator",KLD,0.11,0,0,3,2/12/2017
1,"Spireside Infiltrator",KLD,0.13,0,0,3,4/1/2018
1,"Spontaneous Artist",KLD,0.11,0,0,0,28/12/2017
1,"Stalking Tiger",W17,0.3,0,0,3,2/12/2017
1,"Standing Troops",W17,0.16,0,0,3,2/12/2017
1,"Stealer of Secrets",W17,0.32,0,0,3,2/12/2017
2,"Stone Quarry",AKH,0.16,0,0,3,2/12/2017
1,"Storm Sculptor",XLN,0.02,0,0,0,25/3/2018
1,"Stormfront Pegasus",W17,0.18,0,0,3,2/12/2017
1,"Strider Harness",RIX,0.12,1,0,0,25/3/2018
2,"Submerged Boneyard",AKH,0.22,0,0,3,2/12/2017
1,"Subtle Strike",KLD,0.11,0,0,0,30/11/2017
1,"Subtle Strike",KLD,0.11,0,0,3,2/12/2017
1,"Subtle Strike",KLD,0.13,0,0,3,13/12/2017
3,"Sulfur Falls",DOM,3.55,0,0,0,3/8/2018
1,"Sunscorched Desert",AKH,0.21,0,0,3,2/12/2017
1,"Supernatural Stamina",AKH,0.14,0,0,3,2/12/2017
1,"Supply Caravan",AKH,0.13,0,0,3,2/12/2017
2,"Sweatworks Brawler",AER,0.14,0,0,0,2/12/2017
2,"Sweatworks Brawler",AER,0.14,0,0,3,25/12/2017
1,"Tah-Crop Elite",AKH,0.13,0,0,3,2/12/2017
1,"Take Down",KLD,0.13,0,0,3,2/12/2017
2,"Take into Custody",AER,0.13,0,0,0,2/12/2017
2,"Tasseled Dromedary",KLD,0.11,0,0,0,30/11/2017
1,"Tasseled Dromedary",KLD,0.12,0,0,3,2/12/2017
2,"Tattered Mummy",AKH,0.59,0,0,3,2/12/2017
1,"Temple of the False God",C17,0.19,0,0,0,27/3/2018
1,"Temple of the False God",DDO,0.25,0,0,0,31/12/2018
1,"Terramorphic Expanse",CM2,0.14,0,0,0,31/12/2018
2,"Terror of the Fairgrounds",KLD,0.11,0,0,3,13/12/2017
1,"Tezzeret's Touch",AER,0.24,0,0,0,2/12/2017
1,"Those Who Serve",AKH,0.12,0,0,3,2/12/2017
1,"Thriving Grubs",KLD,0.12,0,0,0,30/11/2017
1,"Thriving Grubs",KLD,0.13,0,0,3,2/12/2017
1,"Thriving Ibex",KLD,0.12,0,0,0,28/12/2017
2,"Thriving Ibex",KLD,0.11,0,0,3,2/12/2017
2,"Thriving Rats",KLD,0.1,0,0,0,30/11/2017
1,"Thriving Rats",KLD,0.11,0,0,0,28/12/2017
1,"Thriving Turtle",KLD,0.13,0,0,3,4/1/2018
1,"Thundering Giant",W17,0.31,0,0,3,2/12/2017
1,"Tidy Conclusion",KLD,0.11,0,0,0,30/11/2017
1,"Tidy Conclusion",KLD,0.12,0,0,3,4/1/2018
1,"Timber Gorge",AKH,0.18,0,0,3,2/12/2017
1,"Toolcraft Exemplar",KLD,0.47,0,0,0,28/12/2017
1,"Torch Gauntlet",KLD,0.11,0,0,0,30/11/2017
1,"Torch Gauntlet",KLD,0.11,0,0,3,2/12/2017
1,"Tranquil Expanse",AKH,0.23,0,0,3,2/12/2017
1,"Treasure Keeper",AER,0.24,0,0,0,2/12/2017
1,"Trespasser's Curse",AKH,0.15,0,0,3,2/12/2017
1,"Trial of Ambition",AKH,0.2,0,0,3,2/12/2017
1,"Trial of Knowledge",AKH,0.21,0,0,3,2/12/2017
1,"Trial of Solidarity",AKH,0.2,0,0,3,2/12/2017
3,"Trial of Strength",AKH,0.2,0,0,3,2/12/2017
1,"Trial of Zeal",AKH,0.19,0,0,3,2/12/2017
1,"Tricks of the Trade",W17,0.3,0,0,3,2/12/2017
1,"Tromokratis",PLPA,0.0,1,0,3,4/1/2018
2,"Trophy Mage",AER,0.15,0,0,0,21/2/2018
2,"Unbridled Growth",AER,0.14,0,0,0,2/12/2017
1,"Unbridled Growth",AER,0.14,0,0,3,2/12/2017
1,"Unbridled Growth",AER,0.21,1,0,3,11/2/2018
1,"Unclaimed Territory",XLN,1.62,0,0,0,29/3/2018
1,"Universal Solvent",AER,0.14,0,0,0,2/12/2017
1,"Universal Solvent",AER,0.14,0,0,3,2/12/2017
1,"Untamed Hunger",W17,0.3,0,0,3,2/12/2017
1,"Untethered Express",AER,0.2,0,0,0,2/12/2017
1,"Unwavering Initiate",AKH,0.13,0,0,3,2/12/2017
1,"Urban Utopia",GRN,0.16,1,0,0,6/11/2018
1,"Vampire Revenant",RIX,0.03,0,0,8,22/8/2018
2,"Vedalken Blademaster",KLD,0.11,0,0,3,13/12/2017
4,"Verdant Automaton",AER,0.11,0,0,0,2/12/2017
1,"Verdant Automaton",AER,0.13,0,0,3,25/12/2017
1,"Veteran Motorist",KLD,0.09,0,0,0,24/4/2018
1,"Victory's Herald",W17,0.25,0,0,3,2/12/2017
1,"Vizier of Remedies",AKH,0.3,0,0,3,2/12/2017
1,"Voltaic Brawler",KLD,0.26,0,0,3,4/1/2018
1,"Voltaic Brawler",KLD,0.28,0,0,3,2/12/2017
2,"Walking Ballista",AER,10.32,0,0,0,22/8/2018
1,"Walking Ballista",AER,12.3,0,0,0,12/9/2018
1,"Warfire Javelineer",AKH,0.2,0,0,3,2/12/2017
1,"Watchers of the Dead",AKH,0.21,0,0,3,2/12/2017
1,"Watchful Automaton",AER,0.13,0,0,0,2/12/2017
2,"Watchful Automaton",AER,0.14,0,0,3,13/1/2018
1,"Weaponcraft Enthusiast",KLD,0.21,0,0,3,2/12/2017
1,"Welder Automaton",AER,0.12,0,0,0,2/12/2017
2,"Welder Automaton",AER,0.12,0,0,3,2/12/2017
1,"Welder Automaton",AER,0.13,0,0,3,13/1/2018
1,"Weldfast Monitor",KLD,0.11,0,0,0,30/11/2017
1,"Weldfast Wingsmith",KLD,0.12,0,0,3,4/1/2018
1,"Welding Sparks",KLD,0.12,0,0,0,30/11/2017
1,"Whir of Invention",AER,0.75,0,0,3,2/12/2017
1,"Whirler Virtuoso",KLD,0.35,0,0,0,30/11/2017
1,"Wild Wanderer",KLD,0.12,0,0,0,30/11/2017
2,"Wild Wanderer",KLD,0.12,0,0,3,2/12/2017
1,"Wily Bandar",KLD,0.13,0,0,0,30/11/2017
1,"Wind Drake",KLD,0.12,0,0,0,28/12/2017
1,"Wind-Kin Raiders",AER,0.2,0,0,3,25/12/2017
1,"Winding Constrictor",AER,0.59,0,0,3,13/1/2018
1,"Winds of Rebuke",AKH,0.11,0,0,3,2/12/2017
1,"Wing Snare",W17,0.28,0,0,3,2/12/2017
1,"Wispweaver Angel",KLD,0.2,0,0,3,13/12/2017
2,"Woodland Stream",AKH,0.17,0,0,3,2/12/2017
1,"Woodweaver's Puzzleknot",KLD,0.15,0,0,0,30/11/2017
1,"Woodweaver's Puzzleknot",KLD,0.15,0,0,3,4/1/2018
1,"Workshop Assistant",KLD,0.13,0,0,3,13/12/2017
1,"Worn Powerstone",C18,0.19,0,0,0,2/9/2018
3,"Wrangle",AER,0.14,0,0,0,2/12/2017
1,"Zahid, Djinn of the Lamp",DOM,2.36,1,0,0,28/4/2018
2,"abnormal endurance",M19,0.05,0,0,0,3/9/2018
1,"academy drake",DOM,0.03,0,0,3,12/5/2018
1,"academy drake",DOM,0.06,0,0,3,22/4/2018
1,"academy journeymage",DOM,0.05,0,0,0,12/5/2018
1,"academy journeymage",DOM,0.06,0,0,0,29/4/2018
1,"academy journeymage",DOM,0.05,0,0,3,17/6/2018
1,"academy journeymage",DOM,0.06,0,0,3,22/4/2018
1,"accomplished automaton",KLD,0.02,0,0,0,19/2/2018
1,"accomplished automaton",KLD,0.01,0,0,3,11/2/2018
1,"accursed horde",HOU,0.1,0,0,0,15/4/2018
1,"acrobatic maneuver",KLD,0.05,0,0,0,19/2/2018
1,"acrobatic maneuver",KLD,0.06,0,0,3,11/2/2018
1,"adamant will",DOM,0.05,0,0,0,12/5/2018
1,"adamant will",DOM,0.06,0,0,0,29/4/2018
1,"adamant will",DOM,0.05,0,0,3,12/5/2018
1,"adamant will",DOM,0.06,0,0,3,22/4/2018
1,"adeliz, the cinder wind",DOM,0.15,0,0,0,29/5/2018
1,"adeliz, the cinder wind",DOM,0.34,0,0,3,22/4/2018
1,"admiral's order",RIX,0.41,0,0,3,4/4/2018
1,"adventurous impulse",DOM,0.07,0,0,3,12/5/2018
1,"aegis automaton",AER,0.03,0,0,0,3/9/2018
2,"aegis automaton",AER,0.05,0,0,0,25/2/2018
1,"aegis of the heavens",M19,0.09,0,0,6,18/7/2018
1,"aerial modification",AER,0.06,0,0,0,28/4/2018
1,"aerial modification",AER,0.05,0,0,3,27/1/2018
1,"aerial modification",AER,0.07,0,0,3,17/6/2018
1,"aeromunculus",RNA,0.04,0,0,0,20/1/2019
1,"aeronaut admiral",AER,0.13,0,0,3,8/2/2018
1,"aesthir glider",DOM,0.03,0,0,3,12/5/2018
1,"aether chaser",AER,0.03,0,0,3,14/2/2018
1,"aether chaser",AER,0.05,0,0,3,17/6/2018
1,"aether gale",C18,0.16,0,0,0,2/9/2018
1,"aether herder",AER,0.04,0,0,0,20/2/2018
1,"aether herder",AER,0.05,0,0,0,12/9/2018
1,"aether herder",AER,0.05,0,0,3,14/2/2018
1,"aether herder",AER,0.07,0,0,3,11/2/2018
1,"aether herder",AER,0.32,0,0,3,8/2/2018
2,"aether hub",KLD,0.4,0,0,0,31/5/2018
1,"aether hub",KLD,0.75,0,0,0,19/2/2018
1,"aether inspector",AER,0.02,0,0,3,15/2/2018
1,"aether inspector",AER,0.06,0,0,3,11/2/2018
1,"aether inspector",AER,0.32,0,0,3,27/1/2018
1,"aether inspector",AER,0.36,0,0,3,8/2/2018
1,"aether inspector",AER,0.05,0,0,6,18/7/2018
1,"aether poisoner",AER,0.04,0,0,0,12/9/2018
2,"aether poisoner",AER,0.03,0,0,3,14/2/2018
1,"aether swooper",AER,0.04,0,0,0,20/2/2018
1,"aether theorist",KLD,0.05,0,0,3,8/2/2018
1,"aether tradewinds",KLD,0.02,0,0,0,12/4/2018
1,"aether tradewinds",KLD,0.1,0,0,0,19/2/2018
1,"aether tradewinds",KLD,0.09,0,0,3,11/2/2018
1,"aethergeode miner",AER,0.12,0,0,0,3/9/2018
1,"aethersphere harvester",AER,1.66,0,0,3,8/2/2018
1,"aetherstream leopard",AER,0.02,0,0,0,3/9/2018
1,"aetherstream leopard",AER,0.03,0,0,0,20/2/2018
1,"aethertorch renegade",KLD,0.06,0,0,3,8/2/2018
1,"affectionate indrik",GRN,0.03,0,0,3,12/12/2018
1,"aggressive urge",RIX,0.02,0,0,0,25/3/2018
2,"aggressive urge",RIX,0.03,0,0,0,3/7/2018
2,"aggressive urge",RIX,0.02,0,0,3,4/4/2018
1,"airdrop aeronauts",AER,0.04,0,0,6,18/7/2018
1,"ajani's welcome",M19,0.0,0,0,0,7/7/2018
1,"akroan crusader",UMA,0.04,0,0,0,3/1/2019
1,"alley evasion",AER,0.02,0,0,3,11/2/2018
2,"alley evasion",AER,0.04,0,0,3,17/6/2018
1,"alley strangler",AER,0.04,0,0,0,3/9/2018
1,"alley strangler",AER,0.03,0,0,3,17/6/2018
1,"alley strangler",AER,0.11,0,0,3,25/1/2018
1,"alpine moon",M19,1.36,0,0,0,14/9/2018
1,"ambitious aetherborn",KLD,0.07,0,0,0,19/2/2018
1,"ambitious aetherborn",KLD,0.03,0,0,3,28/2/2018
2,"ancient animus",DOM,0.05,0,0,0,28/5/2018
2,"ancient animus",DOM,0.05,0,0,3,12/5/2018
1,"ancient stone idol",C18,0.96,0,0,0,2/9/2018
1,"angelic exaltation",RNA,0.08,0,0,0,20/1/2019
1,"animation module",KLD,0.26,0,0,0,24/5/2018
1,"anticipate",M19,0.07,0,0,0,3/9/2018
1,"appetite for the unnatural",KLD,0.07,0,0,0,19/2/2018
1,"applied biomancy",RNA,0.04,0,0,0,20/1/2019
1,"apprentice necromancer",C17,0.47,0,0,0,29/3/2018
1,"aquatic incursion",RIX,0.06,0,0,0,25/3/2018
1,"aradara express",KLD,0.07,0,0,0,19/2/2018
1,"arbor armament",DOM,0.03,0,0,0,28/5/2018
1,"arbor armament",DOM,0.05,0,0,0,12/5/2018
1,"arborback stomper",KLD,0.07,0,0,3,8/2/2018
1,"arboretum elemental",GRN,0.07,0,0,3,8/12/2018
1,"arcane flight",DOM,0.05,0,0,0,12/5/2018
1,"arcane flight",DOM,0.06,0,0,3,22/4/2018
1,"arcanis the omnipotent",C17,0.32,0,0,0,29/3/2018
1,"archaeomancer",C17,0.13,0,0,0,29/3/2018
1,"armorcraft judge",KLD,0.1,0,0,3,25/6/2018
2,"arrester's admonition",RNA,0.04,0,0,0,20/1/2019
2,"arrester's zeal",RNA,0.05,0,0,0,20/1/2019
2,"artful takedown",GRN,0.04,0,0,0,23/11/2018
1,"artful takedown",GRN,0.07,0,0,0,30/9/2018
1,"artificer's assistant",DOM,0.07,0,0,6,18/7/2018
1,"aryel, knight of windgrace",DOM,0.32,0,0,0,29/5/2018
1,"aryel, knight of windgrace",DOM,0.26,0,0,3,17/6/2018
1,"assure_assemble",GRN,0.17,0,0,0,15/10/2018
1,"attune with aether",KLD,0.09,0,0,0,19/2/2018
1,"attune with aether",KLD,0.09,0,0,3,11/2/2018
1,"attune with aether",KLD,0.1,0,0,6,18/7/2018
2,"audacious infiltrator",AER,0.04,0,0,0,25/2/2018
3,"audacious infiltrator",AER,0.02,0,0,3,17/6/2018
1,"audacious infiltrator",AER,0.34,0,0,3,8/2/2018
1,"augmenting automaton",AER,0.04,0,0,0,25/2/2018
1,"augmenting automaton",AER,0.08,0,0,0,12/9/2018
1,"augmenting automaton",AER,0.09,0,0,0,3/9/2018
1,"augmenting automaton",AER,0.02,0,0,3,17/6/2018
1,"augmenting automaton",AER,0.04,0,0,3,11/2/2018
1,"augmenting automaton",AER,0.1,0,0,3,25/1/2018
2,"aven sentry",DOM,0.02,0,0,0,5/8/2018
1,"aven sentry",DOM,0.03,0,0,3,22/4/2018
1,"aviary mechanic",KLD,0.04,0,0,3,8/2/2018
1,"azami, lady of scrolls",C17,0.22,0,0,0,29/3/2018
2,"azorius locket",RNA,0.04,0,0,0,20/1/2019
2,"azorius skyguard",RNA,0.04,0,0,0,20/1/2019
1,"baffling end",RIX,0.13,0,0,0,25/3/2018
1,"baird, steward of argive",DOM,0.2,0,0,3,22/4/2018
1,"ballista charger",KLD,0.05,0,0,0,19/2/2018
2,"baloth gorger",DOM,0.04,0,0,0,29/5/2018
1,"baloth gorger",DOM,0.05,0,0,0,12/5/2018
1,"baloth gorger",DOM,0.06,0,0,0,29/4/2018
1,"baloth gorger",DOM,0.05,0,0,3,12/5/2018
1,"baral's expertise",AER,0.38,0,0,3,8/2/2018
2,"barging sergeant",GRN,0.03,0,0,0,6/11/2018
1,"barging sergeant",GRN,0.02,0,0,3,8/12/2018
1,"barricade breaker",AER,0.04,0,0,3,14/2/2018
1,"barricade breaker",AER,0.06,0,0,3,8/2/2018
1,"barricade breaker",AER,0.2,0,0,3,25/1/2018
1,"barrier of bones",GRN,0.05,0,0,0,23/11/2018
1,"barrier of bones",GRN,0.04,0,0,3,8/12/2018
2,"bartizan bats",GRN,0.02,0,0,0,13/11/2018
1,"bartizan bats",GRN,0.03,0,0,0,6/11/2018
1,"bastion enforcer",AER,0.02,0,0,0,20/2/2018
1,"bastion enforcer",AER,0.03,0,0,0,3/9/2018
1,"bastion inventor",AER,0.03,0,0,0,12/9/2018
2,"bastion inventor",AER,0.05,0,0,0,2/6/2018
1,"bastion inventor",AER,0.06,0,0,3,15/2/2018
1,"bastion inventor",AER,0.07,0,0,3,27/1/2018
1,"battle at the bridge",AER,0.23,0,0,3,11/2/2018
1,"beacon bolt",GRN,0.11,0,0,0,25/11/2018
2,"beamsplitter mage",GRN,0.07,0,0,0,18/10/2018
3,"beast whisperer",GRN,0.44,0,0,0,25/11/2018
1,"befuddle",DOM,0.03,0,0,0,28/5/2018
1,"befuddle",DOM,0.07,0,0,0,29/4/2018
1,"befuddle",DOM,0.03,0,0,3,31/5/2018
1,"befuddle",DOM,0.08,0,0,3,22/4/2018
1,"benalish honor guard",DOM,0.05,0,0,3,22/4/2018
1,"benalish honor guard",DOM,0.04,0,0,6,18/7/2018
1,"blackblade reforged",DOM,3.88,1,0,3,22/4/2018
1,"blade instructor",GRN,0.04,0,0,3,12/12/2018
1,"blasphemous act",C18,1.25,0,0,0,2/9/2018
1,"blazing hope",RIX,0.07,0,0,0,3/7/2018
1,"blessed light",DOM,0.04,0,0,0,29/4/2018
2,"blessed light",DOM,0.02,0,0,3,22/4/2018
1,"blessed light",DOM,0.03,0,0,6,18/7/2018
1,"blessing of belzenlok",DOM,0.04,0,0,0,29/5/2018
1,"blessing of belzenlok",DOM,0.05,0,0,0,12/5/2018
1,"blessing of belzenlok",DOM,0.06,0,0,3,22/4/2018
1,"blinding fog",XLN,0.05,0,0,3,9/3/2018
1,"blinkmoth urn",C18,0.21,0,0,0,2/9/2018
1,"blood operative",GRN,0.3,0,0,0,6/11/2018
1,"blood sun",RIX,1.63,0,0,0,3/7/2018
1,"bloodline necromancer",C17,0.16,0,0,0,29/3/2018
1,"bloodstone goblin",DOM,0.08,0,0,3,22/4/2018
1,"bloodtallow candle",DOM,0.04,0,0,0,12/5/2018
1,"bloodtallow candle",DOM,0.04,0,0,3,22/4/2018
1,"blossoming defense",KLD,0.95,0,0,3,11/2/2018
1,"body double",C17,0.27,0,0,0,29/3/2018
1,"bogstomper",M19,0.02,0,0,0,30/7/2018
4,"bombard",RIX,0.04,0,0,0,3/7/2018
1,"boros challenger",GRN,0.11,0,0,0,30/9/2018
1,"boros guildgate (a)",GRN,0.04,0,0,0,13/11/2018
1,"boros guildgate (b)",GRN,0.03,0,0,0,25/11/2018
1,"boros guildgate (b)",GRN,0.06,0,0,0,30/9/2018
1,"boros guildgate (b)",GRN,0.05,0,0,3,12/12/2018
1,"boros locket",GRN,0.06,0,0,0,15/10/2018
1,"bosh, iron golem",C18,0.16,0,0,0,2/9/2018
1,"bounty agent",GRN,0.17,0,0,3,8/12/2018
1,"bounty of might",GRN,0.1,0,0,0,25/11/2018
1,"bounty of might",GRN,0.1,0,0,3,8/12/2018
1,"brass's bounty",RIX,0.15,0,0,3,28/2/2018
1,"brawl-bash ogre",M19,0.07,0,0,0,3/9/2018
1,"brazen freebooter",RIX,0.03,0,0,0,25/3/2018
1,"brazen freebooter",RIX,0.05,0,0,0,3/7/2018
1,"brazen freebooter",RIX,0.02,0,0,3,4/4/2018
1,"brazen freebooter",RIX,0.03,0,0,3,28/2/2018
4,"bring to trial",RNA,0.03,0,0,0,20/1/2019
1,"bristling boar",M19,0.0,0,0,0,7/7/2018
1,"broken bond",DOM,0.1,0,0,0,29/4/2018
1,"broken bond",DOM,0.12,0,0,3,22/4/2018
1,"brudiclad, telchor engineer",C18,1.53,0,0,0,2/9/2018
2,"buccaneer's bravado",RIX,0.03,0,0,3,4/4/2018
1,"built to last",KLD,0.03,0,0,3,8/2/2018
1,"built to smash",KLD,0.06,0,0,0,19/2/2018
1,"built to smash",KLD,0.06,0,0,3,11/2/2018
1,"burglar rat",GRN,0.05,0,0,0,25/11/2018
1,"burglar rat",GRN,0.07,0,0,0,5/10/2018
1,"burglar rat",GRN,0.06,0,0,3,12/12/2018
1,"buried ruin",C18,0.32,0,0,0,2/9/2018
1,"cabal evangel",DOM,0.02,0,0,0,28/5/2018
1,"cabal evangel",DOM,0.02,0,0,3,17/6/2018
1,"cabal evangel",DOM,0.04,0,0,3,22/4/2018
1,"cabal paladin",DOM,0.05,0,0,0,5/8/2018
2,"cabal paladin",DOM,0.05,0,0,3,25/6/2018
1,"cabal stronghold",DOM,2.03,0,0,3,22/4/2018
1,"caligo skin-witch",DOM,0.04,0,0,0,28/5/2018
1,"caligo skin-witch",DOM,0.05,0,0,0,29/4/2018
1,"caligo skin-witch",DOM,0.05,0,0,3,22/4/2018
3,"call the cavalry",DOM,0.05,0,0,0,29/5/2018
1,"call the cavalry",DOM,0.05,0,0,3,12/5/2018
2,"canal monitor",RIX,0.02,0,0,0,3/7/2018
1,"canal monitor",RIX,0.02,0,0,3,4/4/2018
1,"cancel",XLN,0.03,0,0,3,25/3/2018
1,"candlelight vigil",GRN,0.02,0,0,0,6/11/2018
1,"candlelight vigil",GRN,0.05,0,0,0,14/10/2018
1,"candlelight vigil",GRN,0.06,0,0,0,30/9/2018
1,"candlelight vigil",GRN,0.05,0,0,3,12/12/2018
2,"capture sphere",GRN,0.03,0,0,0,23/11/2018
2,"capture sphere",GRN,0.04,0,0,0,5/10/2018
1,"cast down",DOM,0.47,0,0,0,5/8/2018
2,"cast down",DOM,0.62,0,0,3,12/5/2018
1,"catalyst elemental",M19,0.0,0,0,0,7/7/2018
1,"catalyst elemental",M19,0.06,0,0,0,30/7/2018
1,"cathartic reunion",KLD,0.14,0,0,0,12/4/2018
1,"cathartic reunion",KLD,0.12,0,0,3,28/2/2018
1,"cathartic reunion",KLD,0.13,0,0,3,8/2/2018
1,"caught in the brights",AER,0.03,0,0,0,12/9/2018
1,"caught in the brights",AER,0.03,0,0,3,11/2/2018
1,"caught in the brights",AER,0.06,0,0,3,17/6/2018
1,"cauldron dance",C17,0.18,0,0,0,29/3/2018
1,"cavalry drillmaster",M19,0.0,0,0,0,7/7/2018
1,"cavalry drillmaster",M19,0.05,0,0,6,18/7/2018
1,"centaur courser",M19,0.0,0,0,0,7/7/2018
2,"centaur peacemaker",GRN,0.03,0,0,0,1/1/2019
1,"centaur peacemaker",GRN,0.05,0,0,0,15/10/2018
1,"chainer's torment",DOM,0.07,0,0,3,25/6/2018
1,"chamber sentry",GRN,0.32,0,0,0,30/9/2018
1,"champion of the flame",DOM,0.1,0,0,0,28/5/2018
1,"champion of the flame",DOM,0.15,0,0,3,22/4/2018
1,"chandra's pyrohelix",KLD,0.08,0,0,6,18/7/2018
2,"chandra's revolution",AER,0.02,0,0,3,17/6/2018
1,"chandra's revolution",AER,0.28,0,0,3,27/1/2018
1,"chaos warp",C17,0.95,0,0,0,29/3/2018
1,"chaos warp",C18,0.44,0,0,0,2/9/2018
1,"charge",DOM,0.04,0,0,0,12/5/2018
1,"charge",DOM,0.04,0,0,3,12/5/2018
1,"charge",DOM,0.07,0,0,3,22/4/2018
1,"charnel troll",GRN,0.36,0,0,0,25/11/2018
1,"chart a course",XLN,0.31,0,0,3,9/3/2018
1,"chemister's insight",GRN,0.3,0,0,0,25/11/2018
1,"chief of the foundry",C18,0.07,0,0,0,2/9/2018
3,"child of night",GRN,0.03,0,0,0,1/1/2019
1,"child of night",GRN,0.06,0,0,0,18/10/2018
1,"child of night",GRN,0.09,0,0,0,30/9/2018
1,"chillbringer",RNA,0.03,0,0,0,20/1/2019
1,"citywatch sphinx",GRN,0.04,0,0,0,1/1/2019
1,"citywide bust",GRN,0.19,0,0,0,23/11/2018
4,"civic stalwart",RNA,0.03,0,0,0,20/1/2019
1,"cleansing nova",M19,0.0,0,0,0,7/7/2018
4,"clear the mind",RNA,0.05,0,0,0,20/1/2019
1,"clifftop retreat",DOM,2.52,0,0,0,28/4/2018
1,"clone legion",C17,0.37,0,0,0,29/3/2018
1,"cloudblazer",KLD,0.11,0,0,3,25/6/2018
1,"cloudreader sphinx",DOM,0.04,0,0,0,28/5/2018
1,"cloudreader sphinx",DOM,0.05,0,0,0,28/4/2018
1,"cloudreader sphinx",DOM,0.05,0,0,3,22/4/2018
3,"code of constraint",RNA,0.06,0,0,0,20/1/2019
2,"cogwork assembler",AER,0.07,0,0,3,15/2/2018
1,"cogworker's puzzleknot",KLD,0.04,0,0,0,12/9/2018
1,"cogworker's puzzleknot",KLD,0.05,0,0,3,11/2/2018
2,"cold-water snapper",DOM,0.03,0,0,0,29/5/2018
